Video  No,Video Title,Video Link,Video Slot,Transcription,Timestamps,Information,Quotations,Speaker Name,,Video Length,Priority,Topic,Video Start Link,Video End Link,Generic Info,Citation,Video Quality
,,,,these natural systems have provided sustenance to every living being showcasing the remarkable resilience of life forms,0:29 - 0:36,,,,,,,,,,,,
,,,,rethinking traditional approaches unfortunately we have mistakenly continued and even worse augmented the tillage-based crop production system introduced by Homo sapiens approximately 10 000 years ago,0:36 - 0:50,,,,,,,,,,,,
,,,,this approach lacked in understanding and regard for natural algorithms governing soil fertility and vegetation,0:50 - 0:55,,,,,,,,,,,,
,,,,the detrimental effects of tillage-based systems the augmentation of tillage-based production systems is contrary to Nature,0:55 - 1:01,,,,,,,,,,,,
,,,,as a result soil degradation depletion of water resources and devastating climate changes have become prevalent,1:01 - 1:09,,,,,,,,,,,,
,,,,Additionally the cost of production has increased significantly while the nutritional density of the food produced has diminished,1:09 - 1:18,,,,,,,,,,,,
,,,,tqnk a sustainable solution pqnk represents a transformative solution for a sustainable future,1:18 - 1:24,,,,,,,,,,,,
,,,,it combines the wisdom of natural systems with Innovative farming practices to restore soil fertility conserve water resources mitigate unpredictable weather and enhance the nutritional quality of food production needed for our health,1:24 - 1:39,,,,,,,,,,,,
,,,,gut Flora cure for diabetes obesity and what more,1:39 - 1:43,,,,,,,,,,,,
,,,,by implementing pqnk we can revolutionize the way we Farm ensuring a harmonious coexistence with nature while meeting the needs of a growing population,1:43 - 1:53,,,,,,,,,,,,
,,,,pqnk is the key to a sustainable future,1:53 - 1:57,,,,,,,,,,,,
13,The journey towards independent understanding - the PQNK way,https://youtu.be/nUa0dG78qqA?si=kgb9TvR0UUbFc6OZ,Slot 2,unveiling Truth The Journey towards independent understanding forming opinions through self-observation of natural algorithms,0:01 - 0:10,Direct Info,Quote 4,TRUE,FALSE,2:46 min,Medium,,Start,End,General information.,,Lectures 
,,,,introduction in a world filled with a plethora of opinions and beliefs it is essential to develop an independent understanding to form our own opinions,0:10 - 0:18,,,,,,,,,,,,
,,,,this chapter delves into the significance of self-observation of natural algorithms as a foundation for shaping our perspectives,0:18 - 0:24,,,,,,,,,,,,
,,,,while acknowledging the influence of books and external sources we explore the transformative power of Nature's workings and the pursuit of unbiased original research,0:24 - 0:35,,,,,,,,,,,,
,,,,the influence of books and external sources books authored by individuals with unique perspectives and understandings hold the potential to shape our opinions,0:35 - 0:43,,,,,,,,,,,,
,,,,reading these Works allows us to explore different viewpoints and gain insights beyond our own experiences,0:43 - 0:49,,,,,,,,,,,,
,,,,however it is important to recognize that these perspectives are not infallible truths but rather interpretations based on the author's understanding,0:49 - 0:58,,,,,,,,,,,,
,,,,by acknowledging this we can approach the process of opinion formation with a sense of openness and curiosity,0:58 - 1:06,,,,,,,,,,,,
,,,,seeking independent understanding to develop our own independent understanding it is necessary to distance ourselves from constant Reliance on books and external sources of knowledge,1:06 - 1:16,,,,,,,,,,,,
,,,,while these sources offer valuable insights they can also Cloud our judgment and prevent us from developing a unique perspective,1:16 - 1:22,,,,,,,,,,,,
,,,,by taking a step back from external influences we create space for personal observations and Reflections to shape our understanding,1:22 - 1:32,,,,,,,,,,,,
,,,,observing Nature's functioning nature with its intricate systems and processes serves as a captivating teacher,1:32 - 1:40,,,,,,,,,,,,
,,,,by observing the functioning of natural phenomena we gain a deeper appreciation for the interconnectedness of the world,1:40 - 1:46,,,,,,,,,,,,
,,,,exploring how materials change form the elements that support these processes and the workings of power Aggregates we unlock a wealth of knowledge that informs our opinions,1:46 - 1:58,,,,,,,,,,,,
,,,,nature becomes the canvas upon which we paint our own understanding,1:58 - 2:01,,,,,,,,,,,,
,,,,the essence of real science at the core of independent understanding lies the pursuit of real science,2:01 - 2:05,,,,,,,,,,,,
,,,,true science is not merely memorizing facts or theories it is the Relentless exploration of how materials transform and evolve,2:05 - 2:12,,,,,,,,,,,,
,,,,by immersing ourselves in the empirical world we discover the principles governing change and uncover the beauty of scientific inquiry,2:12 - 2:20,,,,,,,,,,,,
,,,,remaining unbiased in our Pursuit we Foster an environment conducive to original research and deep understanding,2:20 - 2:29,,,,,,,,,,,,
,,,,conclusion forming opinions based on self-observation of natural algorithms requires a delicate balance between external influences and personal exploration,2:29 - 2:37,,,,,,,,,,,,
,,,,books and other sources can broaden our perspectives but true independence of thought comes from stepping back observing Nature's workings and engaging in unbiased research,2:37 - 2:48,,,,,,,,,,,,
,,,,by embarking on this journey we gain the tools to develop our own understanding and contribute to the collective tapestry of knowledge,2:48 - 2:54,,,,,,,,,,,,
14,Saline Water aquifers are recharging sweet water.,https://youtu.be/w3xIVaLO29Y?si=ZTq7yGHvbyAb9mSy,Slot 3,Suggestions to reduce water wastage and manage resources,1:45-1:46,Direct Info,,TRUE,FALSE,2:01min,High,"Salinization of Sweetwater Aquifers in Pakistan: Causes, Impacts, and Sustainable Solutions.",Start,End,More Specific,,Lectures 
,,,,Such as through furrow or raised-bed irrigation systems and precision agriculture.,1:47-1:57,,,,,,,,,,,,
,,,,Following PQNK processes,1:58-2:01,,,,,,,,,,,,
15,Sugarcane on PQNK. Minus cost of production 40% more sugar recovery,https://youtu.be/CVgFLENNVR0?si=DGJUwqTTF9oL9J5b,Slot 3,Highlighting that the sugarcane was grown without fertilizers or pesticides.,1:00 - 1:06,Direct Info,,TRUE,FALSE,4:28 min,High,Sustainable and efficient sugarcane farming using the PQNK method,Start,End,More Specific,,Outdoor Survey 
,,,,Comparison of sugar content in conventional sugarcane (9%) versus PQNK sugarcane (13%-20%).,1:49 - 2:03,,,,,,,,,,,,
,,,,Discussion on rising production costs (fertilizer and labor) and how PQNK reduces production costs by approximately 70%.,2:30 - 2:39,,,,,,,,,,,,
,,,,"Question raised about maintaining organic matter in the soil sustainably, and how PQNK addresses this issue.",3:07 - 3:22,,,,,,,,,,,,
,,,,Explanation of how PQNK farming improves microbial activity in the soil and enhances nutrient availability.,3:30 - 3:38,,,,,,,,,,,,
,,,,Improved nutritional value and better quality of crops grown using PQNK methods.,3:57 - 4:04,,,,,,,,,,,,
16,"Citrus on PQNK. No fertilizer, no pesticides, no tillage, 80% less water.",https://youtu.be/2PhPom4tsj0?si=5gYO-1VDU2HP_mKt,Slot 3,"The video showcases PQNK citrus farming, which uses no fertilizers, pesticides, or tillage, with 80% less water. ",0:00-2:24,Direct Info,,TRUE,FALSE,2:24 min,Low,"Sustainable Citrus Farming with PQNK: No Fertilizers, No Pesticides, Less Water 🍊🌱",Start,End,Non Specific,,Outdoor Survey 
,,,,It highlights good results and mentions Punjab (India). 🍊🚜,,,,,,,,,,,,,
17,Cotton on PQNK,https://youtu.be/ZCzi7jU58Bk?si=pBA8pcT0_-UhXsGD,Slot 3,"The video is a brief conversation about cotton farming, mentioning a cotton expert and good production results. ",0:00-1:10,Direct Info,,TRUE,FALSE,1:10min,High,Cotton Farming Insights: Expert Discussion on Production & Technology🌿🚜,Start,End,More Specific,,Outdoor Survey 
,,,,It may highlight a specific technology or method used in cultivation. 🌿🚜,,,,,,,,,,,,,
18,"High density mango, citrus, date palm",https://www.youtube.com/watch?v=9AU5cF4Rx2s,Slot 3,skip irrelevant,0:00-1:39 ,Indirect Info,,TRUE,FALSE,1:39min,Low,--------------------------------------------------------------------------------------,Start,End,Non Specific,,Outdoor Survey 
,,,,,,,,,,,,,,,,,
19,"Citrus 🍊 no fertilizer, no pesticides, no tillage and 80% less water. Nutrition, dense quality",https://youtu.be/HBDBRTAgVSw?si=N8oQkX2TVTD0edPY,Slot 3,skip irrelevant,0:00-3:21,Indirect Info,,TRUE,FALSE,3:21 min,Low,--------------------------------------------------------------------------------------------------,Start,End,Non Specific,,Outdoor Survey 
,,,,,,,,,,,,,,,,,
20,Hardpan: A Major Challenge for Citrus and other Farmers,https://www.youtube.com/watch?v=S9TwgX7TWOg,Slot 3,"Heart pan a major challenge for citrus and other farmers
",0:02 - 0:07	,Direct Info,,TRUE,FALSE, 5:36 min,Medium,"
Managing Heart Pan Soil in Agriculture",Start,End,Specific,,Lectures 
,,,,"The issue at hand arises due to the presence of an anaerobic soil layer underneath the situation. Fosters the development of anaerobic organisms, which in turn disrupts the growth of beneficial aerobic life forms responsible for supplying well-balanced minerals.
",3:33 - 3:46	,,,,,,,,,,,,
,,,,"Additionally, these aerobic conditions result in the release of harmful proteins that safeguard plants against insects, pests, and diseases.
",3:46 - 3:57	,,,,,,,,,,,,
,,,,"Farmers may experience issues with their crops due to a hard pan layer of soil underneath.
",3:57 - 4:02	,,,,,,,,,,,,
,,,,"Heart pan is a layer of soil that is compacted and impenetrable to water and roots. It is often created by tillage, especially springtime cultivator and motivator.
",4:02 - 4:12	,,,,,,,,,,,,
,,,,Here are some of the specific issues that farmers may face due to heart pan soil conditions:,4:12 - 4:14	,,,,,,,,,,,,
,,,,"Stunted growth: Heart pan can restrict the movement of water and nutrients to the roots, which can lead to stunted growth.",4:14 - 4:18	,,,,,,,,,,,,
,,,,"Yellowing leaves: The leaves of trees may turn yellow due to a lack of chlorophyll, which is a green pigment that helps plants photosynthesize.",4:18 - 4:33	,,,,,,,,,,,,
,,,,"Fruit drop: Trees may drop their fruit prematurely due to stress caused by heart pan conditions.
",4:33 - 4:39	,,,,,,,,,,,,
,,,,"Diseases: Heart pan can make trees more susceptible to diseases such as citrus canker, leaf minor, sucking and chewing insects, and citrus screening.
",4:39 - 4:51	,,,,,,,,,,,,
,,,,Here are some of the things that farmers can do to address heart pan soil conditions:,4:51 - 5:06	,,,,,,,,,,,,
,,,,"Avoid tillage: Tillage is the main cause of heart pan formation, so avoiding tillage is the best way to prevent it.",4:54 - 5:01	,,,,,,,,,,,,
,,,,Use a subsoiler: A subsoiler is a tool that is used to break up heart pan.,5:01 - 5:03	,,,,,,,,,,,,
,,,,"Cover soil with organic mulch: Mulch loosens the soil, maintains moisture, moderates soil temperature, improves drainage, and provides food for beneficial soil organisms.",5:06 - 5:17	,,,,,,,,,,,,
,,,,"Plant cover crops: Cover crops help to improve soil structure, water absorption, and retention.
",5:17 - 5:24,,,,,,,,,,,,
,,,,"It is important to note that hard pan soil conditions can be difficult to correct. It may take several efforts for significant improvement.
",5:24 - 5:30	,,,,,,,,,,,,
21,Papaya the most profitable crop on PQNK.,https://youtu.be/SarHL3sKYcE?si=9LXpPehPwqTC4CK4,Slot 3,Papaya the profitable tropical plant,0:02-0:07,Direct Info,,TRUE,FALSE,3:21 min,High,Profitable Papaya Farming with the PQNK Method: Sustainable and Cost-Effective 🌱🍍,Start,End,More Specific,,Lectures 
,,,,A slow nickel,0:07 - 0:11,,,,,,,,,,,,
,,,,Papaya picnic foreign,0:11 - 0:31,,,,,,,,,,,,
,,,,Humid climates with an ideal temperature,2:03 - 2:06,,,,,,,,,,,,
,,,,Temperature range of 21 to 32 degrees Celsius,2:06 - 2:10,,,,,,,,,,,,
,,,,Papaya plants can tolerate temperatures up to 38 degrees Celsius,2:10 - 2:11,,,,,,,,,,,,
,,,,No fruit production if temperature is too hot or cold,2:11 - 2:14,,,,,,,,,,,,
,,,,Papaya plants also need high humidity levels (60 to 80%),2:14 - 2:18,,,,,,,,,,,,
,,,,Low humidity causes leaves to curl and affects fruit production,2:18 - 2:24,,,,,,,,,,,,
,,,,"Conventional cost of papaya production exceeding 200,000 per acre per year",2:28 - 2:31,,,,,,,,,,,,
,,,,"PQNK method requires no purchased inputs (fertilizers, pesticides, fungicides)",2:31 - 2:39,,,,,,,,,,,,
,,,,90% reduction in water usage,2:39 - 2:51,,,,,,,,,,,,
,,,,600 plants per acre can be maintained,2:51 - 2:54,,,,,,,,,,,,
,,,,Producing an average of 50 fruits weighing 0.62 kilograms each,2:54 - 3:00,,,,,,,,,,,,
,,,,Gross income of 1 million rupees with a minimum selling price of 50 rupees per kilogram,3:00 - 3:12,,,,,,,,,,,,
,,,,PQNK is a sustainable natural farming system,3:12,,,,,,,,,,,,
22,Water usage in plants,https://youtu.be/-JshgovjuDM?si=nb807bZf2VKIgZlP,Slot 3,Water usage in plants: Water is absorbed by roots and transpired from leaves.,0:01 - 0:05,Direct Info,,TRUE,FALSE,3:06 min,Medium,"Efficient Water Usage in Plants: Absorption, Transpiration, and Impact",Start,End,More Specific,,Lectures 
,,,,"About 90% of transpired water evaporates, leaving minerals behind.",0:05 - 0:09,,,,,,,,,,,,
,,,,The remaining 10% is retained for photosynthesis and growth.,0:09 - 0:16,,,,,,,,,,,,
,,,,"Water transpiration varies based on factors like mineral requirements, density, temperature, and humidity.",0:16 - 0:23,,,,,,,,,,,,
,,,,"80% of transpired water cools the plant, while only 20% is used for mineral uptake.",0:23 - 0:29,,,,,,,,,,,,
,,,,"10% of total water is retained, and 10% of evaporated water aids mineral uptake.",0:29 - 0:46,,,,,,,,,,,,
,,,,"Water is used for minerals, photosynthesis, growth, and cooling.",0:46 - 0:55,,,,,,,,,,,,
,,,,Water usage varies based on environmental conditions and plant needs.,0:55 - 1:03,,,,,,,,,,,,
,,,,The plant adjusts transpiration based on mineral solution density.,1:03 - 1:15,,,,,,,,,,,,
,,,,"In hot weather, plants conserve water by slowing transpiration.",1:15 - 1:22,,,,,,,,,,,,
,,,,"If soil lacks moisture, the plant wilts due to insufficient water absorption.",1:22 - 1:39,,,,,,,,,,,,
,,,,"Overwatering fills soil pores, leading to oxygen deprivation and poor mineral uptake.",1:39 - 1:51,,,,,,,,,,,,
,,,,"Diluted sap from excess water weakens plants, making them prone to insect attacks.",1:51 - 2:04,,,,,,,,,,,,
,,,,"Overwatering causes root rot, wilting, and nutrient absorption issues.",2:04 - 2:17,,,,,,,,,,,,
,,,,"Plants absorb water through leaves via foliar absorption (e.g., condensation or spraying).",2:17 - 2:27,,,,,,,,,,,,
,,,,Foliar absorption is minor but useful for delivering nutrients or watering plants in dry conditions.,2:27 - 2:40,,,,,,,,,,,,
,,,,These are general operating principles; figures may vary by species and environment.,2:40 - 3:00,,,,,,,,,,,,
23,Rice and Sugarcane: Minimal Water Usage Among Crops! When on PQNK,https://youtu.be/kZZNXKB_lLw?si=ocBFqXn9WX8nt39f,Slot 3,Rice and sugarcane minimal water usage among crops.,0:18 - 0:21,Direct Info,,TRUE,FALSE,3:30 min,High,Water-Efficient Farming: PQNK’s Impact on Rice and Sugarcane Cultivation,Start,End,More Specific,,Lectures 
,,,,"The transpiration rate of water in plants is influenced by factors like leaf size, shape, surface area, temperature, humidity, and plant type.",0:21 - 0:26,,,,,,,,,,,,
,,,,"Rice and sugarcane are narrow-leafed plants with small leaf surface areas, reducing water evaporation and making them efficient in water usage.",0:26 - 0:36,,,,,,,,,,,,
,,,,Nature optimizes leaf size and shape for production potential; rice and sugarcane minimize water loss while meeting growth needs.,0:36 - 0:47,,,,,,,,,,,,
,,,,"These crops thrive in high-humidity regions due to monsoon rains, which reduce additional water loss from leaves.",0:47 - 1:01,,,,,,,,,,,,
,,,,"Due to natural design, rice and sugarcane require less water compared to other crops.",1:01 - 1:27,,,,,,,,,,,,
,,,,"Conventional rice farming uses 4699 liters of water per kg, while PQNK farming reduces it to 321 liters.",1:27 - 1:36,,,,,,,,,,,,
,,,,The PQNK method highlights water-saving benefits in farming.,1:36 - 1:47,,,,,,,,,,,,
,,,,"Conventional sugarcane farming uses 2284 liters of water per kg, whereas PQNK farming reduces it to 156 liters.",1:47 - 1:57,,,,,,,,,,,,
,,,,PQNK farming showcases water efficiency in rice and sugarcane cultivation.,1:57 - 2:04,,,,,,,,,,,,
24,Peanut on PQNK,https://youtu.be/00754AC7fUg?si=gv0sHRUOZv_9rHn2,Slot 3,Chandan is our friend and a PQNK farmer.,0:02 - 0:07,Indirect Info,,TRUE,FALSE,4:07 min,Medium,---------------------------------------------------------------------------------------,Start,End, Specific,,Outdoor Survey 
,,,,"He shared a video from Shaktigarh in our group, providing all the details.",0:07 - 0:12,,,,,,,,,,,,
,,,,"He explained the farming method he adopted, when he planted the crops, and their condition as of July 30.",0:12 - 0:16,,,,,,,,,,,,
,,,,"He also recorded a video to show the progress, mentioning the variety of crops planted.",0:16 - 0:21,,,,,,,,,,,,
,,,,"Regarding planting, I have spoken many times before about how peanuts can give us a very good survival rate.",0:21 - 0:26,,,,,,,,,,,,
,,,,"Peanuts have now become a highly profitable crop, unlike before.",0:26 - 0:33,,,,,,,,,,,,
,,,,"In the past, my family only had edible oil production, and back in 1950,",0:33 - 0:38,,,,,,,,,,,,
,,,,"I saw large fields filled with peanut crops, which were then crushed to extract oil.",0:38 - 0:43,,,,,,,,,,,,
,,,,"Most of our edible oil production comes from cotton, which has its own story.",0:43 - 0:47,,,,,,,,,,,,
,,,,But why has peanut production declined?,0:47 - 0:53,,,,,,,,,,,,
,,,,The reason is that our farming system was flawed.,0:53 - 1:00,,,,,,,,,,,,
,,,,Peanuts were mostly grown in rainfed areas because they are one of the few summer crops that provide a good yield and profit.,1:00 - 1:07,,,,,,,,,,,,
,,,,"However, no one worked on solving the problems related to it.",1:07 - 1:12,,,,,,,,,,,,
,,,,The key issue was how to improve the soil so that peanuts could grow better.,1:12 - 1:18,,,,,,,,,,,,
,,,,"The way we cultivate now has degraded the soil, reducing its organic matter.",1:18 - 1:23,,,,,,,,,,,,
,,,,"Peanut harvesting is done manually by uprooting each plant, which increases labor costs significantly.",1:23 - 1:28,,,,,,,,,,,,
,,,,"Farmers harvest according to the availability of labor, which is scarce in large farms.",1:28 - 1:33,,,,,,,,,,,,
,,,,"In the 1980s, we worked on this issue and imported combine harvesters from America.",1:33 - 1:39,,,,,,,,,,,,
,,,,"We initiated this effort, though it wasn’t highly successful.",1:39 - 1:44,,,,,,,,,,,,
,,,,"Now, the question is how we can promote peanut farming further.",1:44 - 1:52,,,,,,,,,,,,
,,,,"If we want to achieve self-sufficiency in edible oil production, peanuts are probably the only solution.",1:52 - 1:58,,,,,,,,,,,,
,,,,"Given the current high prices of peanuts, they are a very profitable crop.",1:58 - 2:02,,,,,,,,,,,,
,,,,"There is no difficulty in growing them, and once farmers reach a certain level, harvesting becomes easier.",2:02 - 2:08,,,,,,,,,,,,
,,,,"A little effort and patience are needed—if we plant peanuts every year and expand their cultivation, we can achieve better results.",2:08 - 2:14,,,,,,,,,,,,
25,Revolutionizing Garlic Farming by PQNK: Pakistan's Success Story,https://youtu.be/Za75m0x-fSE?si=rELD09D6ONfZW6vX,Slot 3,Revolutionizing garlic farming by PQNK,0:02 - 0:05,Direct Info,,TRUE,FALSE,4:28 min,Medium,Revolutionizing Garlic Farming: Pakistan's PQNK Success,Start,End,More Specific,,Lectures 
,,,,Pakistan's success story,0:05 - 0:07,,,,,,,,,,,,
,,,,Pakistan's heavy dependence on garlic imports from China and Thailand,0:07 - 0:09,,,,,,,,,,,,
,,,,Over 70% of garlic consumption sourced from abroad,0:09 - 0:12,,,,,,,,,,,,
,,,,Major challenges faced in garlic farming,0:12 - 0:15,,,,,,,,,,,,
,,,,"Weeds, Orthodox practices, low plant population, Pest and disease management",0:15 - 0:18,,,,,,,,,,,,
,,,,"Limited scale of garlic cultivation, small farmers with home labor",0:18 - 0:21,,,,,,,,,,,,
,,,,Disappointing yield of 50 Mounds (40 kilograms) per acre on average,0:21 - 0:24,,,,,,,,,,,,
,,,,Introduction of PQNK's revolutionary nature-based process for garlic farming,0:24 - 0:26,,,,,,,,,,,,
,,,,Empowering big commercial farmers to take charge of garlic production,0:26 - 0:28,,,,,,,,,,,,
,,,,Impressive increase in yield from 50 to over 200 Mounds per acre,0:28 - 0:30,,,,,,,,,,,,
,,,,Significant cost savings through reduced production expenses and no agrochemical usage,0:30 - 0:32,,,,,,,,,,,,
,,,,Decreased reliance on water,0:32 - 0:35,,,,,,,,,,,,
,,,,Sustainable practices leading to highest quality organic garlic,0:35 - 0:37,,,,,,,,,,,,
,,,,Drastic reduction in garlic imports due to enhanced local production,0:37 - 0:40,,,,,,,,,,,,
,,,,A success story that showcases the power of innovation and determination in agriculture,0:40 - 0:43,,,,,,,,,,,,
,,,,PQNK is ensuring food security through increased self-reliance in food production,0:43 - 0:45,,,,,,,,,,,,
,,,,PQNK: A comprehensive and sustainable natural production system,0:45 - 0:47,,,,,,,,,,,,
26,Crop zoning is irrelevant on PQNK (Urdu),https://youtu.be/faMCyHnS9jQ?si=DxULv3GIzg8DlQfT,Slot 3,I often wonder how some plants need more water while others need less.,0:00-0:06,Direct Info,,TRUE,FALSE,11:24 min,High,Optimizing Water Usage in Agriculture: A Guide to Efficient Irrigation,Start,End,More Specific,,Lectures 
,,,,"So, when we do irrigation, how will the plants that need less water survive compared to those that need more?",0:07-0:13,,,,,,,,,,,,
,,,,"Yesterday, I made a slide in English, and today I decided to explain it in Urdu in a better way for you.",0:13-0:27,,,,,,,,,,,,
,,,,"Allah has created each plant with a specific production capacity, and based on this, He has designed their size, whether wide leaves, narrow leaves, or big plants.",0:27-0:39,,,,,,,,,,,,
,,,,These plants absorb as much water from the ground as needed based on their transportation and evaporation.,0:39-0:52,,,,,,,,,,,,
,,,,"Conventional methods, like flood irrigation, give the plant much more water than it needs, often leading to wastage.",0:52-1:13,,,,,,,,,,,,
,,,,"The plant absorbs just enough water according to its needs, whereas conventional methods flood the area, which can harm the soil and cause wastage.",1:13-1:42,,,,,,,,,,,,
,,,,"Plants, especially sugarcane and cotton, are given the right amount of water, and the water absorbed is just what is needed.",1:42-1:59,,,,,,,,,,,,
,,,,"Plants like sugarcane take more water, and the watering system should be adjusted accordingly.",2:04-2:28,,,,,,,,,,,,
,,,,"We use crop combinations in fields where some plants like cotton need less water, and sugarcane needs more. Proper management of water is key to success.",2:35-2:53,,,,,,,,,,,,
,,,,"When cotton and sugarcane are planted together, each plant receives the water it needs without any conflict.",2:58-3:14,,,,,,,,,,,,
,,,,"When plants are watered properly, with controlled irrigation, they grow better and are healthier, with no harmful effects on soil or the plants.",3:23-3:46,,,,,,,,,,,,
,,,,"When plants are watered properly, with controlled irrigation, they grow better and are healthier, with no harmful effects on soil or the plants.",4:13-4:27,,,,,,,,,,,,
,,,,"The irrigation process, whether flood or controlled, affects the plant's growth, and it is essential to manage this to prevent stress or damage.",5:00-5:43,,,,,,,,,,,,
,,,,Plants like cotton and sugarcane are adapted to their respective climates. Understanding these conditions helps in improving irrigation and growth strategies.,6:01-6:23,,,,,,,,,,,,
,,,,"Adjusting temperature and humidity in the soil helps plants survive extreme weather, whether it’s heat or cold, and we need to maintain these conditions for healthy growth.",7:09-7:29,,,,,,,,,,,,
,,,,The government or agricultural authorities should understand the water requirements for different crops and manage them effectively to ensure a healthy crop system.,8:11-8:31,,,,,,,,,,,,
,,,,Both cotton and sugarcane thrive when properly irrigated with controlled water levels. The system needs to be managed effectively to avoid water wastage.,9:41-9:53,,,,,,,,,,,,
,,,,"The soil should be kept saturated just enough so that water can be absorbed without flooding, ensuring the plants get the correct amount of water.",10:11-10:49,,,,,,,,,,,,
,,,,"Traditional irrigation methods often lead to over-watering, damaging the plants and soil, so controlled irrigation is essential for plant health.",11:03-11:19,,,,,,,,,,,,
,,,,"No plant can absorb more water than it needs, and excessive watering leads to wastage and damage to the environment. Proper water management is crucial.",11:19-11:24,,,,,,,,,,,,
27,Fruits fly and it’s natural control.,https://youtu.be/JJVz7emJ6HQ?si=-0wOryya4BjaaNI1,Slot 3,Coffee damage,2:04-2:13,Direct Info,,TRUE,FALSE,9:11 min,High,How PQNK Enhances Soil Fertility and Plant Productivity,Start,End,More Specific,,Lectures 
,,,,Services,2:13-2:22,,,,,,,,,,,,
,,,,Expert on fruit fly,7:24-7:57,,,,,,,,,,,,
,,,,Effective pesticide sprays for one day only,8:00-8:03,,,,,,,,,,,,
,,,,"Soil must be cleared, kept naked to avoid pests",8:06-8:07,,,,,,,,,,,,
,,,,Alternate habitat for pests and to control fungi,8:07-8:12,,,,,,,,,,,,
,,,,Logical question: Will fruit fly hide or fly away?,8:14-8:17,,,,,,,,,,,,
,,,,"When moved on to PQNK plants, get balanced nutrition",8:17-8:20,,,,,,,,,,,,
,,,,PQNK’s natural algorithm for soil fertility,8:20-8:33,,,,,,,,,,,,
,,,,Balanced nutrition strengthens immune system,8:33-8:36,,,,,,,,,,,,
,,,,Hard skin of fruit prevents fruit fly egg injection,8:36-8:54,,,,,,,,,,,,
,,,,PQNK provides natural protection against insects,8:54-9:00,,,,,,,,,,,,
,,,,Look at the shine of plant leaf and fruit,9:00-9:04,,,,,,,,,,,,
28,Sugarcane on PQNK at Al-Noor Sugar Mills,https://youtu.be/-vlhFDAu25s?si=wBdAUzCYIqWAxHfv,Slot 3,There is no mention of PQNK in the provided transcription,------------,Direct Info,,TRUE,FALSE,5:45min,Low,-------------------------------------------------------------------------------,Start,End,Non Specific,,Outdoor Survey 
,,,,,,,,,,,,,,,,,
29,Chillies 🌶️ on PQNK,https://youtu.be/adueqcHlDSk?si=T2ruwZuclQqdbPOs,Slot 3,The provided transcription does not mention PQNK directly,------------,Direct Info,,TRUE,FALSE,5:05 min,High,--------------------------------------------------------------------------------,Start,End,Non Specific,,Outdoor Survey 
,,,,,,,,,,,,,,,,,
30,How to reuse hybrid seeds to lessen the yield loss?,https://youtu.be/-dDzIPAl7BY?si=cp_CwLWR31oKLiTQ,Slot 3,how to reuse hybrid seeds to lessen the yield loss,0:01 - 0:05,Direct Info,,TRUE,FALSE,2:54 min,High,"Hybrid Seeds: Balancing Yield, Cost, and Sustainability",Start,End,More Specific,,Lectures 
,,,,hybrid seeds are the result of cross-breeding two different parent plants of the same species,0:05 - 0:08,,,,,,,,,,,,
,,,,the parent plants are carefully selected for their desirable traits such as high yield,0:08 - 0:11,,,,,,,,,,,,
,,,,disease resistance improved quality or specific characteristics like color taste or flavor,0:11 - 0:15,,,,,,,,,,,,
,,,,reusing hybrid seeds may not produce plants with the same traits and yield as the original hybrid,0:15 - 0:21,,,,,,,,,,,,
,,,,however there are some general guidelines that can be followed to minimize yield loss,0:21 - 0:24,,,,,,,,,,,,
,,,,this process is not meant for GMO seeds,0:24 - 0:28,,,,,,,,,,,,
,,,,select and rib in the best plants when seed is reused,0:28 - 0:30,,,,,,,,,,,,
,,,,observe and select the healthiest most productive plants during the growing season,0:30 - 0:37,,,,,,,,,,,,
,,,,isolate the plants physically isolate the selected plants from other related plants,0:37 - 0:43,,,,,,,,,,,,
,,,,to minimize cross-pollination using spacing barriers or by using pollination bags,0:43 - 0:46,,,,,,,,,,,,
,,,,monitor the ribbon plants for growth insects and disease to maintain quality,0:46 - 0:54,,,,,,,,,,,,
,,,,for separate Harvest for seed cut the tassel top part of weaker corn plants,0:54 - 1:00,,,,,,,,,,,,
,,,,before it flowers and shed pollens this exercise is to use the best and most vigorous pollens,1:00 - 1:03,,,,,,,,,,,,
,,,,for the better next generation of seed,1:03 - 1:09,,,,,,,,,,,,
,,,,allow full maturity let the selected plants grow until they reach full maturity,1:09 - 1:11,,,,,,,,,,,,
,,,,for fully developed seeds,1:11 - 1:14,,,,,,,,,,,,
,,,,separately Harvest selected plants,1:14 - 1:18,,,,,,,,,,,,
,,,,thoroughly dry the seeds harvest the mature seeds and allow them to dry thoroughly,1:18 - 1:21,,,,,,,,,,,,
,,,,to prevent mold and fungal growth,1:21 - 1:25,,,,,,,,,,,,
,,,,grade the seed separate most healthy seeds by separating smaller seeds dust,1:25 - 1:27,,,,,,,,,,,,
,,,,in any other inert matter using seven or airflow,1:27 - 1:30,,,,,,,,,,,,
,,,,store seeds properly store the seeds in a cool dry and dark location using,1:30 - 1:36,,,,,,,,,,,,
,,,,airtight containers or vacuum bags to protect them from moisture and pests,1:36 - 1:38,,,,,,,,,,,,
,,,,conduct germination tests test the viability of Saved seeds before planting,1:38 - 1:45,,,,,,,,,,,,
,,,,by planting a small sample under ideal conditions,1:45 - 1:48,,,,,,,,,,,,
,,,,repeat the process for every crop to improve and maintain the quality and yield of the seed,1:48 - 1:53,,,,,,,,,,,,
